1,7 rings,Ariana Grande,38174455,https://open.spotify.com/track/6ocbgoVGwYJhOv1GgI9NsF,2019-03-08,Global,Week,Region
182,Closer,The Chainsmokers,4662548,https://open.spotify.com/track/7BKLCZ1jbUBVqRi2FVlTVw,2019-03-08,Global,2019-03-08,Global
183,Envy Me,Calboy,4655947,https://open.spotify.com/track/05t7JMip6JrLuSrMV5yYjX,2019-03-08,Global,2019-03-08,Global
184,XO Tour Llif3,Lil Uzi Vert,4648185,https://open.spotify.com/track/7GX5flRQZVHRAGd6B4TmDO,2019-03-08,Global,2019-03-08,Global
185,In My Blood,Shawn Mendes,4645537,https://open.spotify.com/track/2QZ7WLBE8h2y1Y5Fb8RYbH,2019-03-08,Global,2019-03-08,Global
186,Photograph,Ed Sheeran,4629830,https://open.spotify.com/track/6fxVffaTuwjgEk5h9QyRjy,2019-03-08,Global,2019-03-08,Global
187,Noticed,Lil Mosey,4616362,https://open.spotify.com/track/6JQvHMSaR8flFsN53ypOfP,2019-03-08,Global,2019-03-08,Global
188,MALA,6ix9ine,4586877,https://open.spotify.com/track/0LQ1J0BCzA2qnAgp9MkkNE,2019-03-08,Global,2019-03-08,Global
189,Happier,Ed Sheeran,4541371,https://open.spotify.com/track/2RttW7RAu5nOAfq6YFvApB,2019-03-08,Global,2019-03-08,Global
190,Faucet Failure,Ski Mask The Slump God,4519016,https://open.spotify.com/track/1ThmUihH9dF8EV08ku5AXN,2019-03-08,Global,2019-03-08,Global
191,What A Time (feat. Niall Horan),Julia Michaels,4516584,https://open.spotify.com/track/5WtfUKzXircvW8l5aaVZWT,2019-03-08,Global,2019-03-08,Global
192,Killer Queen - 2011 Mix,Queen,4497995,https://open.spotify.com/track/4cIPLtg1avt2Jm3ne9S1zy,2019-03-08,Global,2019-03-08,Global
193,goosebumps,Travis Scott,4492718,https://open.spotify.com/track/6gBFPUFcJLzWGx4lenP6h2,2019-03-08,Global,2019-03-08,Global
194,Africa,TOTO,4478552,https://open.spotify.com/track/2374M0fQpWi3dLnB54qaLX,2019-03-08,Global,2019-03-08,Global
195,Ya No Tiene Novio,Sebastian Yatra,4476609,https://open.spotify.com/track/7uQmJ1jgNzBpATSoWKSPFu,2019-03-08,Global,2019-03-08,Global
196,I Love It (& Lil Pump),Kanye West,4465360,https://open.spotify.com/track/4S8d14HvHb70ImctNgVzQQ,2019-03-08,Global,2019-03-08,Global
197,Ta To Gucci (Remix),Cauty,4458066,https://open.spotify.com/track/7kuRvjpeUcn6qNV9IBXC2C,2019-03-08,Global,2019-03-08,Global
198,Meant to Be (feat. Florida Georgia Line),Bebe Rexha,4449143,https://open.spotify.com/track/4e4fqjx0Izh4svvTef1z7e,2019-03-08,Global,2019-03-08,Global
199,KIKA,6ix9ine,4440881,https://open.spotify.com/track/6Gy7rXB6Ku5vIWC7WGWsl3,2019-03-08,Global,2019-03-08,Global
200,All Girls Are The Same,Juice WRLD,4420950,https://open.spotify.com/track/4VXIryQMWpIdGgYR4TrjT1,2019-03-08,Global,2019-03-08,Global
