1,7 rings,Ariana Grande,43103015,https://open.spotify.com/track/6ocbgoVGwYJhOv1GgI9NsF,2019-03-01,Global,Week,Region
183,Happier,Ed Sheeran,4699265,https://open.spotify.com/track/2RttW7RAu5nOAfq6YFvApB,2019-03-01,Global,2019-03-01,Global
184,Bones (feat. OneRepublic),Galantis,4694684,https://open.spotify.com/track/1pfgsjmxVZhoZpeDx6POKv,2019-03-01,Global,2019-03-01,Global
185,Thinking out Loud,Ed Sheeran,4689525,https://open.spotify.com/track/1Slwb6dOYkBlWal1PGtnNg,2019-03-01,Global,2019-03-01,Global
186,YOSEMITE,Travis Scott,4669442,https://open.spotify.com/track/7lAK3oHbfEnvUQWosrMMpR,2019-03-01,Global,2019-03-01,Global
187,Culpables,KAROL G,4661758,https://open.spotify.com/track/6q8Lb50EtqNeeJXXe8mMAH,2019-03-01,Global,2019-03-01,Global
188,Photograph,Ed Sheeran,4651251,https://open.spotify.com/track/6fxVffaTuwjgEk5h9QyRjy,2019-03-01,Global,2019-03-01,Global
189,Baby,Amenazzy,4645677,https://open.spotify.com/track/2IA8cFA46DkjgbsRG7kKbp,2019-03-01,Global,2019-03-01,Global
190,Gib Ihm,SHIRIN DAVID,4623398,https://open.spotify.com/track/5iIgIxtMNeogKaFUfvuAbs,2019-03-01,Global,2019-03-01,Global
191,Esclavo de Tus Besos,Manuel Turizo,4621066,https://open.spotify.com/track/3g4UyIcQwutiG0TfW32GnX,2019-03-01,Global,2019-03-01,Global
192,Big Plans,Why Don't We,4607315,https://open.spotify.com/track/6Yx181fZzA0YE2EkUsYruq,2019-03-01,Global,2019-03-01,Global
193,Ya No Tiene Novio,Sebastian Yatra,4597449,https://open.spotify.com/track/7uQmJ1jgNzBpATSoWKSPFu,2019-03-01,Global,2019-03-01,Global
194,Ric Flair Drip (& Metro Boomin),Offset,4595001,https://open.spotify.com/track/7sO5G9EABYOXQKNPNiE9NR,2019-03-01,Global,2019-03-01,Global
195,Killer Queen - 2011 Mix,Queen,4573920,https://open.spotify.com/track/4cIPLtg1avt2Jm3ne9S1zy,2019-03-01,Global,2019-03-01,Global
196,Silence,Marshmello,4563421,https://open.spotify.com/track/7vGuf3Y35N4wmASOKLUVVU,2019-03-01,Global,2019-03-01,Global
197,Ferrari,Eno,4533482,https://open.spotify.com/track/4AgK0CwpwcekXVdAoYB2VO,2019-03-01,Global,2019-03-01,Global
198,God is a woman,Ariana Grande,4533180,https://open.spotify.com/track/5OCJzvD7sykQEKHH7qAC3C,2019-03-01,Global,2019-03-01,Global
199,Meant to Be (feat. Florida Georgia Line),Bebe Rexha,4531893,https://open.spotify.com/track/4e4fqjx0Izh4svvTef1z7e,2019-03-01,Global,2019-03-01,Global
200,Africa,TOTO,4525402,https://open.spotify.com/track/2374M0fQpWi3dLnB54qaLX,2019-03-01,Global,2019-03-01,Global
